epoch,train_loss,eval_loss,eval_top1,eval_top5
0,0.20139950034346912,0.0778216812721856,98.955513929015,100.00000762939453
1,0.33533192244707444,0.1581236431129564,95.13185200874995,100.00000762939453
2,0.258369599944547,0.29544506885458927,88.70683699060405,100.00000762939453
3,0.24592624008234015,0.20832796851229715,92.57923287165335,100.00000762939453
4,0.23305987370697073,0.22987325486498478,93.02047488849013,100.00000762939453
5,nan,nan,37.255343841490834,100.00000762939453
6,nan,nan,37.255343841490834,100.00000762939453
7,nan,nan,37.255343841490834,100.00000762939453
8,nan,nan,37.255343841490834,100.00000762939453
9,nan,nan,37.255343841490834,100.00000762939453
10,nan,nan,37.255343841490834,100.00000762939453
11,nan,nan,37.255343841490834,100.00000762939453
12,nan,nan,37.255343841490834,100.00000762939453
13,nan,nan,37.255343841490834,100.00000762939453
14,nan,nan,37.255343841490834,100.00000762939453
15,nan,nan,37.255343841490834,100.00000762939453
16,nan,nan,37.255343841490834,100.00000762939453
17,nan,nan,37.255343841490834,100.00000762939453
18,nan,nan,37.255343841490834,100.00000762939453
19,nan,nan,37.255343841490834,100.00000762939453
20,nan,nan,37.255343841490834,100.00000762939453
21,nan,nan,37.255343841490834,100.00000762939453
22,nan,nan,37.255343841490834,100.00000762939453
23,nan,nan,37.255343841490834,100.00000762939453
24,nan,nan,37.255343841490834,100.00000762939453
25,nan,nan,37.255343841490834,100.00000762939453
26,nan,nan,37.255343841490834,100.00000762939453
27,nan,nan,37.255343841490834,100.00000762939453
28,nan,nan,37.255343841490834,100.00000762939453
29,nan,nan,37.255343841490834,100.00000762939453
30,nan,nan,37.255343841490834,100.00000762939453
31,nan,nan,37.255343841490834,100.00000762939453
32,nan,nan,37.255343841490834,100.00000762939453
33,nan,nan,37.255343841490834,100.00000762939453
34,nan,nan,37.255343841490834,100.00000762939453
35,nan,nan,37.255343841490834,100.00000762939453
36,nan,nan,37.255343841490834,100.00000762939453
37,nan,nan,37.255343841490834,100.00000762939453
38,nan,nan,37.255343841490834,100.00000762939453
39,nan,nan,37.255343841490834,100.00000762939453
40,nan,nan,37.255343841490834,100.00000762939453
41,nan,nan,37.255343841490834,100.00000762939453
42,nan,nan,37.255343841490834,100.00000762939453
43,nan,nan,37.255343841490834,100.00000762939453
44,nan,nan,37.255343841490834,100.00000762939453
45,nan,nan,37.255343841490834,100.00000762939453
46,nan,nan,37.255343841490834,100.00000762939453
47,nan,nan,37.255343841490834,100.00000762939453
48,nan,nan,37.255343841490834,100.00000762939453
49,nan,nan,37.255343841490834,100.00000762939453
50,nan,nan,37.255343841490834,100.00000762939453
51,nan,nan,37.255343841490834,100.00000762939453
52,nan,nan,37.255343841490834,100.00000762939453
53,nan,nan,37.255343841490834,100.00000762939453
54,nan,nan,37.255343841490834,100.00000762939453
55,nan,nan,37.255343841490834,100.00000762939453
56,nan,nan,37.255343841490834,100.00000762939453
57,nan,nan,37.255343841490834,100.00000762939453
58,nan,nan,37.255343841490834,100.00000762939453
59,nan,nan,37.255343841490834,100.00000762939453
60,nan,nan,37.255343841490834,100.00000762939453
61,nan,nan,37.255343841490834,100.00000762939453
62,nan,nan,37.255343841490834,100.00000762939453
63,nan,nan,37.255343841490834,100.00000762939453
64,nan,nan,37.255343841490834,100.00000762939453
65,nan,nan,37.255343841490834,100.00000762939453
66,nan,nan,37.255343841490834,100.00000762939453
67,nan,nan,37.255343841490834,100.00000762939453
68,nan,nan,37.255343841490834,100.00000762939453
69,nan,nan,37.255343841490834,100.00000762939453
70,nan,nan,37.255343841490834,100.00000762939453
71,nan,nan,37.255343841490834,100.00000762939453
72,nan,nan,37.255343841490834,100.00000762939453
73,nan,nan,37.255343841490834,100.00000762939453
74,nan,nan,37.255343841490834,100.00000762939453
75,nan,nan,37.255343841490834,100.00000762939453
76,nan,nan,37.255343841490834,100.00000762939453
77,nan,nan,37.255343841490834,100.00000762939453
78,nan,nan,37.255343841490834,100.00000762939453
79,nan,nan,37.255343841490834,100.00000762939453
80,nan,nan,37.255343841490834,100.00000762939453
81,nan,nan,37.255343841490834,100.00000762939453
82,nan,nan,37.255343841490834,100.00000762939453
83,nan,nan,37.255343841490834,100.00000762939453
84,nan,nan,37.255343841490834,100.00000762939453
85,nan,nan,37.255343841490834,100.00000762939453
86,nan,nan,37.255343841490834,100.00000762939453
87,nan,nan,37.255343841490834,100.00000762939453
88,nan,nan,37.255343841490834,100.00000762939453
89,nan,nan,37.255343841490834,100.00000762939453
90,nan,nan,37.255343841490834,100.00000762939453
91,nan,nan,37.255343841490834,100.00000762939453
92,nan,nan,37.255343841490834,100.00000762939453
93,nan,nan,37.255343841490834,100.00000762939453
94,nan,nan,37.255343841490834,100.00000762939453
95,nan,nan,37.255343841490834,100.00000762939453
96,nan,nan,37.255343841490834,100.00000762939453
97,nan,nan,37.255343841490834,100.00000762939453
98,nan,nan,37.255343841490834,100.00000762939453
99,nan,nan,37.255343841490834,100.00000762939453
100,nan,nan,37.255343841490834,100.00000762939453
101,nan,nan,37.255343841490834,100.00000762939453
102,nan,nan,37.255343841490834,100.00000762939453
103,nan,nan,37.255343841490834,100.00000762939453
104,nan,nan,37.255343841490834,100.00000762939453
105,nan,nan,37.255343841490834,100.00000762939453
106,nan,nan,37.255343841490834,100.00000762939453
107,nan,nan,37.255343841490834,100.00000762939453
108,nan,nan,37.255343841490834,100.00000762939453
109,nan,nan,37.255343841490834,100.00000762939453
110,nan,nan,37.255343841490834,100.00000762939453
111,nan,nan,37.255343841490834,100.00000762939453
112,nan,nan,37.255343841490834,100.00000762939453
113,nan,nan,37.255343841490834,100.00000762939453
114,nan,nan,37.255343841490834,100.00000762939453
115,nan,nan,37.255343841490834,100.00000762939453
116,nan,nan,37.255343841490834,100.00000762939453
117,nan,nan,37.255343841490834,100.00000762939453
118,nan,nan,37.255343841490834,100.00000762939453
119,nan,nan,37.255343841490834,100.00000762939453
120,nan,nan,37.255343841490834,100.00000762939453
